lyrics,genre
" be sure that you pay attention to what god's word has to say the devil is out there with a plan to take your soul away god's love is real and with faith and prayer your salvation is secure take heed of the warnings against satan and all of his allure he's a sly one and his lies won't keep you in the light of jesus' love so be aware and don't be naive, fight off this temptor with prayer and love for all of us here today, satan is real too, satan is real too!",gospel
 so turn away from that which is evil and put your trust in god above for everlasting life and true freedom can only be found in the everlasting love of our lord jesus christ,gospel
ive been through it all and its still you who stood by my side nobody but you nobody but you im still here,gospel
ive made it and i know youre the reason now i am free,gospel
"

Verse 1
We were broken and so sad, for our little one so small
The sickness took our baby girl, it was more than we could bear
Her last breath told us to be strong, she'd soon be at home above
Then she closed her eyes forever and left us with so much love

Chorus 
Oh, God has made room for you daughter
So Mommy and Daddy don't cry
Take care of my little brother
Tell him I've gone to rest
I know his little heart is broken
He's all that you have left

Verse 2 
We'll carry her love inside our hearts, and our memories of her so dear
The joy she brought to our lives, we'll hold it ever so near
Each time we look up to the sky, we see her sweet face above
Smiling back down at us all, our little angel we love

Chorus 
Oh, God has made room for you daughter
So Mommy and Daddy don't cry
Take care of my little brother
Tell him I've gone to rest
I know his little heart is broken
He's all that you have left

Bridge
Our little girl taken sick one evening, we've never been the same
We miss her more than words can say, in our hearts she will always remain

Chorus 
Oh, God has made room for you daughter
So Mommy and Daddy don't cry
Take care of my little brother
Tell him I've gone to rest
I know his little heart is broken
He's all that you have left",gospel
"

Verse 1 
Our little girl taken sick one evening, as she walked home from school 
She seemed so frail and looked so broken, no one knew what fate would rule 
But in her deathbed, she soon brought us, made us so sad and so blue 
We gathered round her as she whispered soft and low

Chorus 
Tell mommy to come to me quickly, I want to kiss you both then go
I hear a sweet voice calling way up in heaven on high 
God has made room for you daughter, oh mommy and daddy don't cry
Take care of my little brother, tell him I've gone to rest
I know his little heart is broken, he's all that you've left

Verse 2
We watched her close her eyes forever, never to see us no more 
Though our hearts filled with deep sorrow, there was comfort in the Lord 
We desperately wanted to hold on to her, but we had to let our hope go 
And let her peaceful spirit ascend towards the Holy throne

Chorus 
Tell mommy to come to me quickly, I want to kiss you both then go 
I hear a sweet voice calling way up in heaven on high 
God has made room for you daughter, oh mommy and daddy don't cry
Take care of my little brother, tell him I've gone to rest
I know his little heart is broken, he's all that you've left

Bridge 
Though we can't see her in the physical, we trust she's with the Lord 
For His spirit will be our comforter, to keep us safe and strong 
Though our sorrow can't be measured, we have hope in Jesus' Name 
We look towards the day when we'll meet Our beloved once again

Chorus 
Tell mommy to come to me quickly, I want to kiss you both then go 
I hear a sweet voice calling way up in heaven on high 
God has made room for you daughter, oh mommy and daddy don't cry
Take care of my little brother, tell him I've gone to rest
I know his little heart is broken, he's all that you've left",gospel
"! 

Verse 1
Troubles got me on my knees
My faith is so hard to believe
But I raise my hands up high
Spread my wings and soar to the sky

Chorus
Count your blessings when you're feeling blue
It's surprising what a little bit of countin will do
Count them when everything goes wrong
Soon you'll find yourself singing a song
Count them whether they be big or small
You just might have trouble countin them all
Your problems will simply fade from view
If you just start counting your blessings

Verse 2
Satan's trying to take my soul
But I'm trusting the Lord to make me whole
His grace and mercy will never end
His love will be my constant friend

Chorus
Count your blessings when you're feeling blue
It's surprising what a little bit of countin will do
Count them when everything goes wrong
Soon you'll find yourself singing a song
Count them whether they be big or small
You just might have trouble countin them all
Your problems will simply fade from view
If you just start counting your blessings

Bridge 
Oh, yes Lord I'm gonna keep on counting
My troubles will just fade away
Yes Lord I'm gonna keep on counting
Cause I know you'll be there

Chorus
Count your blessings when you're feeling blue
It's surprising what a little bit of countin will do
Count them when everything goes wrong
Soon you'll find yourself singing a song
Count them whether they be big or small
You just might have trouble countin them all
Your problems will simply fade from view
If you just start counting your blessings",gospel
"

Count Your Blessings, A Gospel Song

Verse 1
You been feeling discouraged, down in the dumps 
Troubles seem to keep you stuck 
All of your problems really make you want to cry 
But here’s a bit of advice, I’ll tell you why

Chorus
Count your blessings when you’re feeling blue 
It’s surprising what a little bit of counting will do 
Count them when everything goes wrong 
Soon you’ll find yourself singing a song

Verse 2
People today can drive you absolutely insane 
All they wanna do is fuss and complain 
But forget about them and what they say 
And spend less time in worry, more time in pray

Chorus
Count your blessings when you’re feeling blue 
It’s amazing what a little bit of counting will do 
Count them whether they be big or small 
You just might have trouble counting them all

Bridge
Your problems they be fading away 
If you keep countin' each and every day

Chorus
Count your blessings when you’re feeling blue 
It’s surprising what a little bit of counting will do 
Count them when everything goes wrong 
Soon you’ll find yourself singing a song 
Count them whether they be big or small 
You just might have trouble counting them all 
Your problems will simply fade from view 
If you keep on sure mon and count your blessings too",gospel
 your grace thank you for your grace,gospel
 thank you for your grace,gospel
"

Verse
When I was lost in the darkness and storms of life,
Jesus could see me through the miles,
He gave me lovin' so I could survive,
His mercy rain, it brought me release.

Chorus
Jesus paid it all, all to Him I owe,
Sin had left a crimson stain,
He washed me white as snow, white as snow,
Jesus paid it all, all to Him I owe,
Sin had left a crimson stain,
He washed me white as snow.

Bridge
He washed me, Jesus washed me,
He washed me, I'm so glad He washed me.
Sin had left a crimson stain,
Jesus washed me white as snow.

Vamp 1
Jesus washed me, I'm so glad He washed me.
Jesus washed me, I'm so glad He washed me.
Jesus washed me, in the Blood He washed me,
Jesus washed me, on the Cross He washed me.

Vamp 2
Jesus washed me.

Ending
Jesus washed me white as snow,
White as snow, white as snow.",gospel
"

Verse 
I've been lost in the depths of despair 
But my Savior reached down and found me there 
There's nothing I have that could repay
The debt I owe him for his grace and his loving way 

Chorus 
Jesus paid it all, all to Him I owe 
Sin had left a crimson stain, Jesus washed me white as snow 

Verse 
He gave His life and gave up His breath 
So I could be given the gift of life and death 
He's the King of kings and Lord of lords 
I'm forever grateful for the love He afford

Chorus 
Jesus paid it all, all to Him I owe 
Sin had left a crimson stain, Jesus washed me white as snow 

Bridge 
He washed me, Jesus washed me 
He washed me, I'm so glad He washed me 

Sin had left a crimson stain 
Jesus washed me white as snow 

Vamp 
Oh, Jesus washed me, I'm so glad He washed me 
Oh, Jesus washed me, I'm so glad He washed me 

Jesus washed me in the blood He washed me 
Jesus washed me on the cross He washed me 

Ending 
Jesus washed me white as snow 
White as snow, white as snow",gospel
 jesus keeps a watchful eye his presence and his love protect me from what life can bring no matter what i see he will be with me for eternity i find safety in the master s arms while riding through the storm,gospel
 jesus remains my faithful friend keeping me safe from the dangers that might come at any time i know the lord can dry the tears from my eyes he brings peace and joy to remain till the end i find safety in the master s arms while riding through the storm while riding through the storm jesus holds me in his arms i am not afraid of the stormy winds and the waves though the tides become high he holds me while i ride i find safety in the master s arms while riding through the storm,gospel
"

Verse
I can feel the burdens of this world
Heavy on my shoulders satan's claws unfurl
But I keep my eyes fixed upon the gate
The one the Lord awaits

Chorus
Lord I'm running trying to make one hundred
Cause 99 and a half won't do
My life and soul devoted to the Savior
I'm striving to be a part of that number

Verse
Doubts and fears try to shake my faith
But I won't be swayed by death or what comes after
I take a long look at the race I'm running
This is no time for fear or gunning

Chorus
Lord I'm running trying to make one hundred
Cause 99 and a half won't do
My life and soul devoted to the Savior
I'm striving to be a part of that number

Bridge
Every morning I arise
To keep a steady, sure foot in the prize
Though the devil may hound me I will just stare
For I was born for eternity to prepare

Chorus 
Lord I'm running trying to make one hundred
Cause 99 and a half won't do
My life and soul devoted to the Savior
I'm striving to be a part of that number",gospel
"

When the tribulations hit, it's hard to stand firm
But I won't let go and I won't be deterred
My faith is strong and I'm trusting in You
My life is pledged to the things You'll do

Chorus:
Lord I'm runnin', tryin' to make a hundred
Because ninety-nine and a half won't do
Lord I'm runnin', tryin' to make a hundred
Because ninety-nine and a half won't do

My salvation's in Your hands, oh Lord I know
Your Word is sure and will never let go
No matter the trial, I won't give up the fight
I'm holding fast to the truth and the light

Chorus:
Lord I'm runnin', tryin' to make a hundred
Because ninety-nine and a half won't do
Lord I'm runnin', tryin' to make a hundred
Because ninety-nine and a half won't do

Bridge:
My future's in Your hands, You will always be near
Your love and mercy will always be here
The pressure's on, but I won't turn back
I'm relying on You with all that I lack

Chorus:
Lord I'm runnin', tryin' to make a hundred
Because ninety-nine and a half won't do
Lord I'm runnin', tryin' to make a hundred
Because ninety-nine and a half won't do",gospel
" lord

Verse 1:
Your name is so powerful, so infinite and grand
Your power can never be measured by mortal man
Your glory shines brighter than the morning sun
Your grace and mercy are forevermore, Amen

Chorus:
Awesome are Your ways, every day the same
Majesty is Your name, and I give You all my worship
I wanna sing Your praise, and I long to honor You more than yesterday

Verse 2:
Your love is so amazing, no one else can compare
Your life, Your Word, Your ultimate sacrifice so fair
Your promises are greater than all earthly gold
The heavens declare of You, Lord, You are so bold!

Chorus:
Awesome are Your ways, every day the same
Majesty is Your name, and I give You all my worship
I wanna sing Your praise, and I long to honor You more than yesterday

Bridge:
You are everything, no one else can be
You fill every space that was empty, Lord
You are everything to me

Chorus:
Awesome are Your ways, every day the same
Majesty is Your name, and I give You all my worship
I wanna sing Your praise, and I long to honor You more than yesterday

Outro:
It's Yours, we recognize You (yeah)
What a name, the first and last Name, the only Name (yeah)
How awesome You are, Lord!",gospel
"

Verse 1: 
At the sound of the King of kings, all will bow at Your feet 
Your glory and majesty, our hearts feel Your beat 
Your word and Your love, shows us who You are 
Your ultimate sacrifice for us, You did it all 
Chorus: 
Awesome are Your ways, every day the same 
To worship and sing Your praise is why we came 
Majesty is Your Name, You are everything 
And I long to honor You, more than ever before 
Verse 2: 
You stand alone, the One true King 
Your mercy and grace will never cease 
Bowing our hearts before You now 
Lifting our hands in praise, we'll make a sound 
Chorus: 
Awesome are Your ways, every day the same 
To worship and sing Your praise is why we came 
Majesty is Your Name, You are everything 
And I long to honor You, ooh, more than yesterday 
Bridge:
You fill every space that was empty, Lord, You are everything 
And I give You all of my worship and I wanna sing Your praise 
Chorus: 
Awesome are Your ways, every day the same 
To worship and sing Your praise is why we came 
Majesty is Your Name, You are everything 
And I long to honor You, more than yesterday",gospel
"


Verse 1
On my journey down the road, I left my heartache far behind 
No amount of miles will heal my soul, it's a truth I've had to find 
I met Jesus along the way, he said to me no more be alone 
So I threw away my heartache, I'm trusting in his holy throne

Chorus
For these big wheels of mercy, they'll take away my pain 
Jesus and the Holy Spirit, they'll heal me just the same 
These big wheels of mercy, no more grief and no more strife 
Jesus and the Holy Spirit, they are the giver of new life

Verse 2
The power of God has been revealed, saw it written on that old white line 
Redemption and grace freely given, a brand new path for me to shine 
If you look to the sky, you will see what I mean 
The Father's love shines brighter than any earthly dream

Chorus
For these big wheels of mercy, they'll take away my pain 
Jesus and the Holy Spirit, they'll heal me just the same 
These big wheels of mercy, no more grief and no more strife 
Jesus and the Holy Spirit, they are the giver of new life

Bridge 
Throw away your sorrow, leave the baggage way behind 
Go and find the freedom, that's only in our Lord's design 
No one can take away, no place to hide away 
God's mercy reigns forever, a new life you will have today

Chorus
For these big wheels of mercy, they'll take away my pain 
Jesus and the Holy Spirit, they'll heal me just the same 
These big wheels of mercy, no more grief and no more strife 
Jesus and the Holy Spirit, they are the giver of new life",gospel
"

Verse 1:
One hundred cups of coffee, five hundred cigarettes 
A thousand miles of highway, I can't forget her yet 
But I'm keepin' on movin', followin' that white line 
Ain't nothin' in my mirror 'cept a cloud of dust and smoke

Chorus:
And what do you expect when a trucker's heart gets broke 
So the big wheels of rubber just rub her from my mind 
I'm a highway junkie, I need that old white line 

Verse 2:
Ten miles out of Nashville I was doin' a hundred and one 
Stateboy told me over, said ""Where's that fire, son?"" 
I told him there ain't no fire, I'm just runnin' from a flame 
Go ahead and write the ticket but I ain't the one to blame

Chorus: 
That county judge tried to rob me blind 
But the big wheels of rubber just rub her from my mind 
I'm a highway junkie, I need that old white line 

Verse 3:
I rolled on down to Memphis, I had nothin' left to lose 
I wanted to hear some rock 'n' roll but all they played was blues 
I didn't wanna hear no blues, so I went to call up Elvis and Roger Miller 
Grabbed the phone and said, ""Drive that eighteen wheeler, boy, you're the king of the road!""

Chorus: 
I said I was the king of the road 
But the big wheels of rubber just rub her from my mind 
I'm a highway junkie, I need that old white line 
But the big wheels of rubber just rub her from my mind 
I'm a highway junkie, I need that old white line",gospel
" 

Verse 1:
He's a Father full of grace, a Father full of love
A Father who is patient, patient enough for us
He will never lead us astray, but lay down his own life
To pick us up again, this is the cross he'll bear

Chorus:
God is just a prayer away, all you need to do is call
He will hear your faintest cry and he's concerned about you
And while your tears are flowing through your time of mourning
He will be here to lift your heavy heart, cause he's in love with you

Verse 2:
Take courage when life's hard, don't be afraid to speak
He will never leave us, we'll be with him each step
So even when times get tough, life's darkest times will cease
For He will come through strong, His love never fails

Chorus:
God is just a prayer away, all you need to do is call
He will hear your faintest cry and he's concerned about you
And while your tears are flowing through your time of mourning
He will be here to lift your heavy heart, cause he's in love with you

Bridge:
Weeping may endure for night, but the morning will bring joy
He won't give us more than we can bear, He's concerned about us
He loves us, ooh yes he loves us, I know He does, He really does
He's concerned about us

Chorus:
God is just a prayer away, all you need to do is call
He will hear your faintest cry and he's concerned about you
And while your tears are flowing through your time of mourning
He will be here to lift your heavy heart, cause he's in love with you

Outro:
He knows, He cares, He's there and He'll carry you
He's concerned about you, He's concerned about you",gospel
"

Verse 1:
He's the answer when life leaves you lost and confused
When darkness seems to overpower you
He will walk with you through the valley of shadows
For He's concerned about you

Chorus:
God is just a prayer away, all you need to do is call
He will hear your faintest cry, He's concerned about you
Weeping may endure for a night, but the morning will bring joy
He won't give you more than you can bear, He's concerned about you

Verse 2:
He'll take your hand and wipe away all your tears
And he'll give you His peace and grace
No matter what you might have gone through
God is ready to take your place

Chorus:
God is just a prayer away, all you need to do is call
He will hear your faintest cry, He's concerned about you
Weeping may endure for a night, but the morning will bring joy
He won't give you more than you can bear, He's concerned about you

Bridge:
He loves you, oh yes He loves you
And I know He does, He really does
He's concerned about you

Chorus:
God is just a prayer away, all you need to do is call
He will hear your faintest cry, He's concerned about you
Weeping may endure for a night, but the morning will bring joy
He won't give you more than you can bear, He's concerned about you
He knows, He cares, He sees He's there, He'll carry you
He's concerned about you",gospel
"

Verse 1
Come down from Heaven, let Your power be felt
Bring salvation to this world, that’s what we need most desperately
Your love has no limit, and it’ll never cease
Your grace and mercy flow from east to west endlessly

Chorus
Come like a rushing wind come like never before
Come with Your power and love, show us what You’re in for
Don’t wanna move, I will stay here until You change me ‘cause I need You
Come like a rushing wind come like never before

Verse 2
Lord come and fill us with a greater measure of faith
Let us lay down our troubles, like a heavy old sack
Let us find the courage to follow You our King
To stand in Your presence and never look back

Chorus
Come like a rushing wind come like never before
Come with Your power and love, show us what You’re in for
Don’t wanna move, I will stay here until You change me ‘cause I need You
Come like a rushing wind come like never before

Bridge
In our deepest darkness, You will always be there to guide
Through all of our struggles, You will be the light
Giving us the strength to rise once more
Come like a rushing wind, from the Heavens we implore

Chorus
Come like a rushing wind come like never before
Come with Your power and love, show us what You’re in for
Don’t wanna move, I will stay here until You change me ‘cause I need You
Come like a rushing wind come like never before",gospel
"

Come like a rushing wind, oh come with healing in Your wings, 
Let Your power and mercy overflow within,
To bring a new freedom and joy to my soul,
Oh come like a rushing wind, come like never before.

Chorus: 
I don't wanna move, I will stay here until You change me, 'Cause I need You,
I don't wanna move, I will stay here until You change me, 'Cause I need You.

Let the fire and love of God consume this land, 
Bring to every broken heart a greater plan,
And fill each life with Your amazing grace, 
Oh come like a rushing wind, come like never before.

Chorus 
I don't wanna move, I will stay here until You change me, 'Cause I need You,
I don't wanna move, I will stay here until You change me, 'Cause I need You.

Bridge: 
Send Your Spirit like a rushing wind,
As You did upon Pentecost, 
Come pour out Your presence and make our lives Your home, 
Oh come like a rushing wind, come like never before.

Chorus 
I don't wanna move, I will stay here until You change me, 'Cause I need You,
I don't wanna move, I will stay here until You change me, 'Cause I need You.",gospel
" 

Verse 1
Our hearts are filled with gladness,
Your love is so profound.
We will shout it out with great joy,
In each and every sound.
Chorus
Lord, we love You, You are good,
Thank You for the blessings You bring.
Lord, we thank You, You are good,
Praise You for the joy You bring.
Verse 2
We trust in You and follow You,
Your promises are true.
Our faith and hope are in Your hands,
Your Spirit leads us through.
Chorus
Lord, we love You, You are good,
Thank You for the blessings You bring.
Lord, we thank You, You are good,
Praise You for the joy You bring.
Verse 3
Your grace and mercy are so great,
Your love endures forever.
Our lives are filled with peace and hope,
We serve You in all ways ever.
Chorus
Lord, we love You, You are good,
Thank You for the blessings You bring.
Lord, we thank You, You are good,
Praise You for the joy You bring.
Bridge
We come to You in deep adoration,
Your grace and mercy renews our souls.
We offer You our humble worship,
Dedicated to glorify and make You known.
Chorus
Lord, we love You, You are good,
Thank You for the blessings You bring.
Lord, we thank You, You are good,
Praise You for the joy You bring.",gospel
"

Verse 1:
We come together to lift Your name
You are our God who's just the same
We praise Your love and mercy so strong
Our boundless joy cannot be wrong

Chorus:
Lord we love You, You are good
Lord we thank You, You are good
Lord we praise You, You are good
Lord we love You, You are good

Verse 2:
We walk together on Your righteous ways
Your Word is truth that guides our days
In You alone we put our trust
You will sustain and You will uphold us

Chorus:
Lord we love You, You are good
Lord we thank You, You are good
Lord we praise You, You are good
Lord we love You, You are good

Bridge:
There is no one like You, our God
You are faithful forevermore
Your love endures and never fades
We will serve You and sing Your praise

Chorus:
Lord we love You, You are good
Lord we thank You, You are good
Lord we praise You, You are good
Lord we love You, You are good",gospel
 tonight we cry out for the world cry out for the world please heal our hearts tonight everyone hurts but not for long that weight you bare will make you strong your guilty stains can be erased the final price was paid by his life amazing grace,gospel
" tonight we cry out for the world cry out for the world please heal our hearts tonight.

Everyone has sorrow in life that no one can deny
No matter the season our hearts still feel the need to cry
The hills and the valleys they all can bring a lot of pain
But when we join together we can lift our voice to pray

Chorus:
Come close to the Lord and pray, He will renew our strength
And carry the burdens that we can’t bear alone
For His mercy is infinite and His love never fails
He will provide us with a healing balm that never fails

No matter the heartbreak, no matter the tears we’ve shed
God is our refuge and He will always provide us with strength
Though trials come our way, our hope will never die
The blood of the Lamb will always be our guide

Bridge:
Let faith flow like a river and peace will come in the morning
In this storm allow God to be your security
For the power of the Lord is unmatched and He can help us endure
The Lord Almighty will always be here for us

Chorus:
Come close to the Lord and pray, He will renew our strength
And carry the burdens that we can’t bear alone
For His mercy is infinite and His love never fails
He will provide us with a healing balm that never fails

No matter what may come, nothing can stand in our way
We can face each morning with a faith that won’t decay
So let us search within and ask Him to heal our broken hearts
For only Jesus knows the true way to start anew

Chorus (2x):
Come close to the Lord and pray, He will renew our strength
And carry the burdens that we can’t bear alone
For His mercy is infinite and His love never fails
He will provide us with a healing balm that never fails",gospel
"

No matter what I'm going through
Your love is there to guide me through
Your grace and mercy've set me free
Your presence, Lord, is all I need

I'm happy in the midst of life 
Your love's a song in the night
You shine Your light in the dark
You show me the way to start

I'm lifted high, so I can reach
Your hand outstretched, I can never preach
Your love is real, it's open wide
Your spirit in me, I shall abide

They don't know that I'm a worshipper
They don't know that I'm in love with You
Your name is all I'll ever need
My heart is filled with joy and peace

I'm your servant, I'm in awe
My life for You I want to draw
Words cannot express what I feel
You cover me, with joy I kneel

And every single day I wake up
I lift up my hands and I praise You
Cause I know that You will give me life to live
And then grace and mercy follows so I can do Your will
And I'm happy but to some that's a mystery
Yeah, they don't know that I'm a worshipper
And they don't know that I'm in love with You",gospel
"


Verse 1
Every morning when I wake up, I raise to my hands and shout your praise
‘Cause I know you’ll give me the strength to do what I'm called to do
And I'm so thankful for the grace and mercy that you bring
But to some it's a mystery, they don't know that I'm a worshipper
And they don't know that I'm in love with you

Chorus
It's the coolest thing in the world to be,
A man in love with the God he serves
Worship is my attitude,
In the midst of pain I'm still raising my hands
Worship is the truth and if you ain't doin' that
You just ain't cool with me

Verse 2
Worship on my knees in the morning, in the afternoon and night
Worship in the chapel, anthems and gospel songs sung loud
Worship on a bus, in the cold and in the sun
Rain or shine there's still no better way to show you I'm number one

Chorus
It's the coolest thing in the world to be,
A man in love with the God he serves
Worship is my attitude,
In the midst of pain I'm still raising my hands
Worship is the truth and if you ain't doin' that
You just ain't cool with me

Bridge
No matter where I am, I'm gonna worship you Lord
No matter what they say, they can't take away the joy that you bring
No matter what they do, they can't take away the hope that I feel
You're my light, my strength, my Lord, you'll never let me down

Chorus
It's the coolest thing in the world to be,
A man in love with the God he serves
Worship is my attitude,
In the midst of pain I'm still raising my hands
Worship is the truth and if you ain't doin' that
You just ain't cool with me",gospel
"

Verse 1
In life's journey there I stood,
Tryin' to help the best I could.
A man in need I saw no longer blind,
Lord, thy burdens are greater than mine.

Chorus
Thy burdens so great,
Your load feel much weight.
Oh, Lord, thy burdens I can see,
Life's so hard for the needy.

Verse 2
In a little village I saw a lad,
Beggin' for a helping hand.
Though his leg was crippled and he could not speak his name,
Still, his eyes were filled with hope and no shame.

Chorus
Thy burdens so great,
Your load feel much weight.
Oh, Lord, thy burdens I can see,
Life's so hard for the needy.

Verse 3
Just by chance I saw a grave,
With a man kneeling in prayer.
In his hand a bouquet of red roses,
On his lips a prayer that made me pause.

Chorus
Thy burdens so great,
Your load feel much weight.
Oh, Lord, thy burdens I can see,
Life's so hard for the needy.

Bridge
Though I am without a home,
A drifter out on my own.
My soul is Yours, O Lord,
Thy burdens I can bear.

Chorus
Thy burdens so great,
Your load feel much weight.
Oh, Lord, thy burdens I can see,
Life's so hard for the needy.",gospel
"

Verse 1
In a little village there a man I saw
Lost his sight, I felt the need to help him cross the highway
The weight of his troubles seemed heavier than mine
I saw the light of day, but he felt his way

Chorus
Thy burdens are greater than mine
And I need not feel my way
Thy burdens, thy burdens

Verse 2
On a journey I saw a lad so fair
His leg was crippled yet he still tried to play the game
Though no words passed his lips, in his eyes was understanding
Life had been so unkind, I said in sorrow

Chorus
Thy burdens are greater than mine
And I need not feel my way
Thy burdens, thy burdens

Verse 3
In a graveyard one day I saw such a sight
A young man kneeling with roses in his hands
A prayer written on a stone, his memories of God so sweet
My heart spoke in sorrow, your burdens are so deep

Chorus 
Thy burdens are greater than mine
And I need not feel my way
Thy burdens, thy burdens

Verse 4
I'm just a drifter, all alone on this road
No friends, no home, but my heart knows the weight of another's load
My heart cries out in sorrow, this burden I can help bear
Let me help lighten the load, sharing in your prayer

Chorus
Thy burdens are greater than mine
And I need not feel my way
Thy burdens, thy burdens",gospel
,gospel
" can i have one more chance to prove it to you all i need is one more chance to show you too Lord here me when I pray forgive all my sins take me by the hand, show me the way out of this mess again all i need is 1 minute of your time 5 seconds of it may change your mind 10 seconds to make you see 15 to say lord i m sorry for all the things i ve done it will take 20 more to say that you re the one 9 to think it through i ll take the one to say i love you lord i need you all i need is 1 minute of your time 5 seconds of it may change your mind 10 seconds to make you see 15 to say lord i m sorry for all the things i ve done it will take 20 more to say that you re the one 9 to think it through i ll take the one to say i love you lord i love you",gospel
" now break you no longer have dominion over me

My soul has been set free from all my despair, 
Your hand of love has broken every chain, 
Gone is the misery, gone is the fear, 
You no longer have dominion over me.

Fear, anger, and shame can no longer control me, 
Your grace is so strong it has set me free, 
Loneliness is broken, there is hope to see, 
You no longer have dominion over me.

Peace, joy and freedom are mine today, 
The pain of the past will fade away, 
The hope of tomorrow sustains me today, 
You no longer have dominion over me.

Glory, honor and praise to You, Lord, 
Your love has broken every cord, 
The light of Your love lives in my heart, 
You no longer have dominion over me.",gospel
" it s done you no longer have dominion over me no longer have rule over me you no longer have dominion over me

Verse 1
Death you have to flee, You no longer have dominion over me,
Pain you have to leave, You no longer have dominion over me,
No longer have rule over me, You no longer have dominion over me.

Chorus
The Bible says if I resist, You have to flee,
And nothing on earth can pull me away from You,
Love toward me, You no longer have dominion over me.

Verse 2
Fear you have to flee, You no longer have dominion over me,
Sorrow you have to go, You no longer have dominion over me,
No longer have rule over me, You no longer have dominion over me.

Chorus
The Bible says if I resist, You have to flee,
And nothing on earth can pull me away from You,
Love toward me, You no longer have dominion over me.

Bridge
Over me is love, over me is joy, You no longer have dominion over me,
Over me is peace, over me is freedom, You no longer have dominion over me.

Verse 3
Split my soul is resting, It's such a blessing, You no longer have dominion over me,
It's over, it's done, You no longer have dominion over me,
No longer have rule over me, You no longer have dominion over me.",gospel
" repeat and fade 

Verse 1
I bow down before You, and I give all my praise
My heart hears and follows as You guide my ways
Your love is unfailing and Your mercy divine
Your Word ever radiant is forever mine

Chorus
Hallelujah we worship You today
Hallelujah we worship You today

Verse 2
I'm here to testify of Your grace and Your power
Your living word and spirit fill my every hour
You bring the joy of salvation and mercy's sweet balm
Your grace alone will keep me safe from harm

Chorus
Hallelujah we worship You today
Hallelujah we worship You today

Vamp
We worship, we worship, we worship You today
We worship, we worship, we worship You today

Chorus Repeat and Fade
Hallelujah we worship You today
Hallelujah we worship You today",gospel
" x2 hallelujah we worship you today

Verse 1
My trust is in the Lord above, I pray His peace and mercy show. His love sustains me every day, his truth is where I find my way.  
Chorus
Hallelujah, we worship You today. 
Verse 2
Your grace enough to make me whole, forgiveness like a river flows. You never leave me on my own, You’re goodness always brings me home.  
Chorus
Hallelujah, we worship You today.
Verse 3
The faith You give me gives me strength, Your light is my guiding source. Your truth is like an arrow straight, Your love is more than I can take. 
Chorus
Hallelujah, we worship You today
Vamp
We worship, we worship, we worship, we worship, we worship, we worship, we worship, we worship, we worship You today (Repeat)
Chorus
Hallelujah, we worship You today.",gospel
"

Verse 1:
Troubles on every side, but no peace I could find
Until I opened my heart and let Jesus in
I knew I'd found a light and the path I'd follow
Since Jesus came into my heart

Chorus:
What a wonderful change in my life since Jesus came into my heart
I could feel His love, such a blessing to me
Since Jesus came into my heart

Verse 2:
So deep was the joy I felt and it overflowed
Floods of bliss filled my soul, like when sea billows rolled
My prayers have been answered, the Lord's on my side
Since Jesus came into my heart

Chorus:
What a wonderful change in my life since Jesus came into my heart
I could feel His love, such a blessing to me
Since Jesus came into my heart

Verse 3:
My heart's full of praises to the Lord of all
He's been my comfort and strength and I will never fall
Through joy and sorrow, I'm safe in His hand
Since Jesus came into my heart

Chorus:
What a wonderful change in my life since Jesus came into my heart
I could feel His love, such a blessing to me
Since Jesus came into my heart",gospel
"

Verse 1
I was lost and alone, wandering far from His home
But I heard the inviting call of salvation strong
And I knew the answer lay in His holy grace
So I stopped in my tracks and before Him I faced

Chorus
What a wonderful change in my life has been brought
Since Jesus came into my heart
I had lain in my soul for so long I had sought
But when Jesus came into my heart
Since Jesus came into my heart
Since Jesus came into my heart

Verse 2
He has clothed me in love and He's covered my sin
His peace and mercy for me I can never repay
And the joy I now have in my soul overflows
So now I sing praises to Him wherever I go

Chorus
What a wonderful change in my life has been brought
Since Jesus came into my heart
I had lain in my soul for so long I had sought
But when Jesus came into my heart
Since Jesus came into my heart
Since Jesus came into my heart

Bridge
Floods of joy fill my soul like when sea billows roll
Since Jesus came into my heart
Salvation is what I've found in Him I can be truly sure
Since Jesus came into my heart

Chorus
What a wonderful change in my life has been brought
Since Jesus came into my heart
I had lain in my soul for so long I had sought
But when Jesus came into my heart
Since Jesus came into my heart
Since Jesus came into my heart",gospel
"

Verse:
You light my path in the darkest night, You lead me through the stormy fight. 
You carry me through the raging sea, Your love will ever carry me. 

Pre Chorus: 
I hold on tight to You, I cling to only You, 

Chorus: 
I believe You're my Healer, I believe You're all I need. 
I believe You're my comfort, I believe You're more than enough to me. 
Jesus, You're all I need. 

Verse:
Your grace will ever seek me out, Your love so pure, no doubt. 
Your spirit alive within me, I can't help but shout, 

Pre Chorus: 
I'm so grateful to You, my God, You fill my heart with thankfulness, 

Chorus: 
I believe You're my Healer, I believe You're all I need. 
I believe You're my comfort, I believe You're more than enough to me. 
Jesus, You're all I need. 

Bridge: 
Nothing is impossible for You, nothing is impossible for You,
Nothing is impossible for You, You hold my world in Your hands. 

Chorus: 
I believe You're my Healer, I believe You're all I need. 
I believe You're my comfort, I believe You're more than enough to me. 
Jesus, You're all I need.",gospel
